text,label
"Who is Thomas Jefferson?

Thomas Jefferson (April 13, 1743 – July 4, 1826) was an American statesman, diplomat, lawyer, architect, philosopher, and Founding Father who served as the third president of the United States from 1801 to 1809. Among the Committee of Five charged by the Second Continental Congress with authoring the Declaration of Independence, Jefferson was the Declaration's primary author. Following the American Revolutionary War and prior to becoming the nation's third president in 1801, Jefferson was the first United States secretary of state under George Washington and then the nation's second vice president under John Adams.

Thomas Jefferson (April 13, 1743 – July 4, 1826) was an American statesman, diplomat, lawyer, architect, philosopher, and Founding Father who served as the third president of the United States from 1801 to 1809. Among the Committee of Five charged by the Second Continental Congress with authoring the Declaration of Independence, Jefferson was the Declaration's primary author. Following the American Revolutionary War and prior to becoming the nation's third president in 1801, Jefferson was the first United States secretary of state under George Washington and then the nation's second vice president under John Adams.

Among the nation's Founding Fathers, Jefferson is considered unmatched in his intellectual depth and breadth. His passionate writings and advocacy for human rights, including freedom of thought, speech, and religion, were a leading inspiration behind the American Revolution, which ultimately gave rise to the American Revolutionary War, American independence, and the United States Constitution. Jefferson's ideas were globally influential in shaping and inspiring the Age of Enlightenment, which proved transformational in the late 17th and 18th centuries. He was a leading proponent of democracy, republicanism, and individual rights, and produced formative documents and decisions at the state, national, and international levels.

During the American Revolution, Jefferson represented Virginia in the Second Continental Congress in Philadelphia, which adopted the Declaration of Independence on July 4, 1776. As a Virginia legislator, he drafted a state law for religious freedom. He served as the second Governor of Virginia from 1779 to 1781, during the Revolutionary War. In 1785, Jefferson was appointed the United States Minister to France, and subsequently, the nation's first secretary of state under President George Washington from 1790 to 1793. Jefferson and James Madison organized the Democratic-Republican Party to oppose the Federalist Party during the formation of the First Party System. With Madison, he anonymously wrote the Kentucky and Virginia Resolutions in 1798 and 1799, which sought to strengthen states' rights by nullifying the federal Alien and Sedition Acts.

Jefferson and Federalist John Adams became friends as well as political rivals, serving in the Continental Congress and drafting the Declaration of Independence together. In the 1796 presidential election between the two, Jefferson came in second, which according to electoral procedure at the time, made him vice president to Adams. Jefferson challenged Adams again in 1800 and won the presidency. After his term in office, Jefferson eventually reconciled with Adams and they shared a correspondence that lasted 14 years. He and Adams both died on the same day, July 4, 1826, which was also the 50th anniversary of Declaration of Independence.

As president, Jefferson pursued the nation's shipping and trade interests against Barbary pirates and aggressive British trade policies. Starting in 1803, he promoted a western expansionist policy with the Louisiana Purchase, which doubled the nation's claimed land area. To make room for settlement, Jefferson began the process of Indian tribal removal from the newly acquired territory. As a result of peace negotiations with France, his administration reduced military forces. He was re-elected in 1804, but his second term was beset with difficulties at home, including the trial of former vice president Aaron Burr. In 1807, American foreign trade was diminished when Jefferson implemented the Embargo Act in response to British threats to U.S. shipping. The same year, Jefferson signed the Act Prohibiting Importation of Slaves.

Jefferson was a plantation owner, lawyer, and politician, and mastered many disciplines including surveying, mathematics, horticulture, and mechanics. He was also an architect in the Palladian tradition. Jefferson's keen interest in religion and philosophy led to his appointment as president of the American Philosophical Society. He largely shunned organized religion but was influenced by Christianity, Epicureanism, and deism. Jefferson rejected fundamental Christianity, denying Christ's divinity. A philologist, Jefferson knew several languages. He was a prolific letter writer and corresponded with many prominent people, including Edward Carrington, John Taylor of Caroline, and James Madison. In 1785, Jefferson authored Notes on the State of Virginia, considered perhaps the most important American book published before 1800. Jefferson championed the ideals, values, and teachings of the Enlightenment.

Since the 1790s, Jefferson was rumored to have had children by his sister-in-law and slave Sally Hemings, leading to what is known as the Jefferson-Hemings controversy. A 1998 DNA test concluded that one of Sally Hemings's children, Eston Hemings, was of the Jefferson male line. According to scholarly consensus, based on documentary and statistical evaluation, as well as oral history, Jefferson probably fathered at least six children with Hemings, including four that survived to adulthood.

After retiring from public office, Jefferson founded the University of Virginia. Presidential scholars and historians generally praise Jefferson's public achievements, including his advocacy of religious freedom and tolerance in Virginia, his peaceful acquisition of the Louisiana Territory from France without war or controversy, and his ambitious and successful Lewis and Clark Expedition. Some modern historians are critical of Jefferson's personal involvement with slavery. Jefferson is consistently ranked among the top ten presidents of American history.",information_extraction
"What is the last festival celebrated in Tihar and how long does the festival last?

Lakshmi Puja is celebrated as a part of Tihar, a second national festival of Nepal after Dashain. In Nepal, it is celebrated for five days, which include Kag (crow) Tihar; Kukur (dog) Tihar; Gai (cow) Tihar in the morning and Lakshmi Puja at night; Maha puja (self puja); Goru (Ox and Bull) Tihar and Gobardhan puja; and finally, Bhai Tika (Bhai dhooj)—respectively the first, second, third, fourth and fifth days.

The festival lasts for 5 days and Bhai Tika is the last festival.",closed_qa
"Categorize each of the following as either 'spicy', 'not spicy' or 'sometimes spicy': jalapenos, chilis, sriracha, chips, pizza, cocktails, fruit, milk",classification
How would I get from an upstairs apartment to the parking garage?,general_qa
Whats the difference between a bass guitar and a regular guitar?,open_qa
What is cloud computing in simple terms?,general_qa
"What is Augusta National Golf Club?

Augusta National Golf Club was founded by Bobby Jones and Clifford Roberts, the course was designed by Jones and Alister MacKenzie and opened for play in 1932. Since 1934, the club has played host to the annual Masters Tournament, one of the four men's major championships in professional golf, and the only major played each year at the same course. It was the top-ranked course in Golf Digest's 2009 list of America's 100 greatest courses and was the number ten-ranked course based on course architecture on Golfweek Magazine's 2011 list of best classic courses in the United States

Augusta National Golf Club, sometimes referred to as Augusta is a private Golf Club in Augusta Georgia that was opened in 1932.  Augusta is famously known for hosting the Masters Tournament which is one of the four men's major championships in professional golf, and the only major played each year at the same course.",summarization
"From the passage provided, extract the state Lincoln was born in

Abraham Lincoln (/ˈlɪŋkən/ LINK-ən; February 12, 1809 – April 15, 1865) was an American lawyer, politician and statesman who served as the 16th president of the United States from 1861 until his assassination in 1865. Lincoln led the Union through the American Civil War to defend the nation as a constitutional union and succeeded in abolishing slavery, bolstering the federal government, and modernizing the U.S. economy.

Lincoln was born into poverty in a log cabin in Kentucky and was raised on the frontier, primarily in Indiana. He was self-educated and became a lawyer, Whig Party leader, Illinois state legislator, and U.S. Congressman from Illinois. In 1849, he returned to his successful law practice in central Illinois. In 1854, he was angered by the Kansas–Nebraska Act, which opened the territories to slavery, and he re-entered politics. He soon became a leader of the new Republican Party. He reached a national audience in the 1858 Senate campaign debates against Stephen A. Douglas. Lincoln ran for president in 1860, sweeping the North to gain victory. Pro-slavery elements in the South viewed his election as a threat to slavery, and Southern states began seceding from the nation. During this time, the newly formed Confederate States of America began seizing federal military bases in the south. Just over one month after Lincoln assumed the presidency, the Confederate States attacked Fort Sumter, a U.S. fort in South Carolina. Following the bombardment, Lincoln mobilized forces to suppress the rebellion and restore the union.

Lincoln was born in the state of Kentucky",information_extraction
"From the passage provided, extract the languages in which Kishore Kumar provided his vocals as a playback singer. Separate them with a comma.

Kishore Kumar (born Abhas Kumar Ganguly; pronunciation (help·info); 4 August 1929 – 13 October 1987) was an Indian playback singer and actor. He is widely regarded as one of the greatest, most influential and dynamic singers in the history of Indian music. He was one of the most popular singers in the Indian subcontinent, notable for his yodeling and ability to sing songs in different voices. He used to sing in different genres but some of his rare compositions, considered classics, were lost in time. According to his brother and legendary actor Ashok Kumar, Kishore Kumar was successful as a singer because his ""voice hits the mike, straight, at its most sensitive point"".

Besides Hindi, he sang in many other Indian languages, including Bengali, Marathi, Assamese, Gujarati, Kannada, Bhojpuri, Malayalam, Odia and Urdu. He also released a few non-film albums in multiple languages, especially in Bengali, which are noted as all-time classics.

He won 8 Filmfare Awards for Best Male Playback Singer and holds the record for winning the most Filmfare Awards in that category. He was awarded the Lata Mangeshkar Award by the Madhya Pradesh government in 1985.

Hindi, Bengali, Marathi, Assamese, Gujarati, Kannada, Bhojpuri, Malayalam, Odia, Urdu",information_extraction
"Where are the British Virgin Islands (BVI) and which islands are a part of the BVI?

The British Virgin Islands (BVI), officially the Virgin Islands, are a British Overseas Territory in the Caribbean, to the east of Puerto Rico and the US Virgin Islands and north-west of Anguilla. The islands are geographically part of the Virgin Islands archipelago and are located in the Leeward Islands of the Lesser Antilles and part of the West Indies.

The British Virgin Islands consist of the main islands of Tortola, Virgin Gorda, Anegada and Jost Van Dyke, along with more than 50 other smaller islands and cays. About 16 of the islands are inhabited. The capital, Road Town, is on Tortola, the largest island, which is about 20 km (12 mi) long and 5 km (3 mi) wide. The islands had a population of 28,054 at the 2010 Census, of whom 23,491 lived on Tortola; current estimates put the population at 35,802 (July 2018).

The British Virgin Islands (BVI), officially the Virgin Islands, are a British Overseas Territory in the Caribbean, to the east of Puerto Rico and the US Virgin Islands and north-west of Anguilla. The islands are geographically part of the Virgin Islands archipelago and are located in the Leeward Islands of the Lesser Antilles and part of the West Indies.

The British Virgin Islands consist of the main islands of Tortola, Virgin Gorda, Anegada and Jost Van Dyke, along with more than 50 other smaller islands and cays.",closed_qa
What are the best social media sites,brainstorming
What is the Von Neumann architecture?,open_qa
What is Depreciation,open_qa
"What are the most common injuries in rowing?

Rowing is a low-impact sport with movement only in defined ranges, so that twist and sprain injuries are rare. However, the repetitive rowing action can put strain on knee joints, the spine and the tendons of the forearm, and inflammation of these are the most common rowing injuries. If one rows with poor technique, especially rowing with a curved rather than straight back, other injuries may surface, including back pains and wrist injuries. Blisters occur for almost all rowers, especially in the beginning of one's rowing career, as every stroke puts pressure on the hands, though rowing frequently tends to harden hands and generate protective calluses. Holding the oars too tightly or making adjustments to technique may cause recurring or new blisters, as it is common to feather the blade. Another common injury is getting ""track bites"", thin cuts on the back of one's calf or thigh caused by contact with the seat tracks at either end of the stroke.

The most common injuries in rowing are inflammation of the knees, spine and forearms. Oher common injuries also include hand blisters and track bites.",summarization
"Who are the three team managers that hold the record for the most appearances in the FIFA Club World Cup final?

Pep Guardiola and Carlo Ancelotti are the only managers to have won three FIFA Club World Cups; Guardiola won twice with Barcelona and once with Bayern Munich, while Ancelotti was victorious once with Milan and twice with Real Madrid. Rafael Benítez, alongside Ancelotti and Guardiola, holds the record for the most appearances in the final, leading English clubs Liverpool and Chelsea, as well as Italian club Internazionale, to one final each. Lamine N'Diaye of Senegal in 2010, Faouzi Benzarti of Tunisia in 2013 and Masatada Ishii of Japan in 2016 were the only non-European and non-South American managers to have appeared in the final. The aforementioned three managers, as well as Zoran Mamić in 2018, Ricardo Ferretti in 2020 and Ramón Díaz in 2022, are the only ones to have led a club outside Europe and South America into the decisive match.

Rafael Benítez, Pep Guardiola, and Carlo Ancelotti hold the record for most appearances.",information_extraction
"What is the name of the major school of praxiology not developed by Ludwig von Mises

In philosophy, praxeology or praxiology (/ˌpræksiˈɒlədʒi/; from Ancient Greek πρᾶξις (praxis) 'deed, action', and -λογία (-logia) 'study of') is the theory of human action, based on the notion that humans engage in purposeful behavior, contrary to reflexive behavior and other unintentional behavior.

French social philosopher Alfred Espinas gave the term its modern meaning, and praxeology was developed independently by two principal groups: the Austrian school, led by Ludwig von Mises, and the Polish school, led by Tadeusz Kotarbiński.

The major school of praxiology not developed by Ludwig von Mises is the Polish school, which was led by Tadeusz Kotarbiński.",closed_qa
Can you tell if someone has hypothyroidism by looking at their face?,general_qa
"From the passage provided, extract the date when the 34th Wisconsin Infantry Regiment was organized.

The 34th Wisconsin Infantry Regiment was a conscripted infantry regiment that served in the Union Army during the American Civil War. The 34th Wisconsin Infantry was composed of men drafted by state authorities under General Order No. 94. The regiment was organized at Madison, Wisconsin, and mustered into Federal service December 31, 1862.

The 34th Wisconsin Infantry Regiment was organized on December 31, 1862.",information_extraction
"Classify the following by how they are affected by a strong permanent magnet as one of ""attract"", ""repel"", ""nothing"": iron nail, paper clips, a tin can, a compass, a plastic cup, a glass window, a leather wallet, a brick, a magnet of opposite polarity, pyrolytic carbon sheet.",classification
"Which major league baseball season is considered Sid Gordon's breakout year?

In 1948 Gordon was 3rd in the National League in slugging percentage (.537), 4th in RBIs (107), 5th in home runs (30; a career high) and at-bats per home run (17.4), 6th in runs (100; a career high) and total bases (280), 8th in batting average (.299), 9th in walks (74) and OBP (.390), and 10th in stolen bases (8). He was voted onto the All-Star team for his first time. The Giants held ""Sid Gordon Day"" at the Polo Grounds, and he received a new car, golf clubs, and a set of luggage. July 3 was also dubbed ""Sid Gordon Day"" at Ebbets Field, marking a rare honor for a visiting player. He finished 4th in voting for the 1948 National League MVP.

Sid Gordon during his second stint with the New York Giants in 1948 had one of the best all around hitting performance seasons in mayor league baseball history.   Gordon finished in the top ten in ten National League offensive performance statistics including third in slugging percentage (.537), 4th in RBIs (107), 5th in home runs (30; a career high) and at-bats per home run (17.4), 6th in runs (100; a career high) and total bases (280), 8th in batting average (.299), 9th in walks (74) and OBP (.390), and 10th in stolen bases (8).  Sid Gordon was also voted to the all-star team and finished 4th in voting for the National League   most valuable player (MVP) award.",summarization
"What is HiFI?

High fidelity (often shortened to Hi-Fi or HiFi) is the high-quality reproduction of sound. It is popular with audiophiles and home audio enthusiasts. Ideally, high-fidelity equipment has inaudible noise and distortion, and a flat (neutral, uncolored) frequency response within the human hearing range.

High fidelity contrasts with the lower-quality “lo-fi” sound produced by inexpensive audio equipment, AM radio, or the inferior quality of sound reproduction that can be heard in recordings made until the late 1940s.

Bell Laboratories began experimenting with a range of recording techniques in the early 1930s. Performances by Leopold Stokowski and the Philadelphia Orchestra were recorded in 1931 and 1932 using telephone lines between the Academy of Music in Philadelphia and the Bell labs in New Jersey. Some multitrack recordings were made on optical sound film, which led to new advances used primarily by MGM (as early as 1937) and Twentieth Century Fox Film Corporation (as early as 1941). RCA Victor began recording performances by several orchestras using optical sound around 1941, resulting in higher-fidelity masters for 78-rpm discs. During the 1930s, Avery Fisher, an amateur violinist, began experimenting with audio design and acoustics. He wanted to make a radio that would sound like he was listening to a live orchestra—that would achieve high fidelity to the original sound. After World War II, Harry F. Olson conducted an experiment whereby test subjects listened to a live orchestra through a hidden variable acoustic filter. The results proved that listeners preferred high-fidelity reproduction, once the noise and distortion introduced by early sound equipment was removed.[citation needed]

Beginning in 1948, several innovations created the conditions that made major improvements of home-audio quality possible:

Reel-to-reel audio tape recording, based on technology taken from Germany after WWII, helped musical artists such as Bing Crosby make and distribute recordings with better fidelity.
The advent of the 33⅓ rpm Long Play (LP) microgroove vinyl record, with lower surface noise and quantitatively specified equalization curves as well as noise-reduction and dynamic range systems. Classical music fans, who were opinion leaders in the audio market, quickly adopted LPs because, unlike with older records, most classical works would fit on a single LP.
Higher quality turntables, with more responsive needles
FM radio, with wider audio bandwidth and less susceptibility to signal interference and fading than AM radio.
Better amplifier designs, with more attention to frequency response and much higher power output capability, reproducing audio without perceptible distortion.
New loudspeaker designs, including acoustic suspension, developed by Edgar Villchur and Henry Kloss with improved bass frequency response.
In the 1950s, audio manufacturers employed the phrase high fidelity as a marketing term to describe records and equipment intended to provide faithful sound reproduction. Many consumers found the difference in quality compared to the then-standard AM radios and 78-rpm records readily apparent and bought high-fidelity phonographs and 33⅓ LPs such as RCA's New Orthophonics and London's FFRR (Full Frequency Range Recording, a UK Decca system). Audiophiles paid attention to technical characteristics and bought individual components, such as separate turntables, radio tuners, preamplifiers, power amplifiers and loudspeakers. Some enthusiasts even assembled their own loudspeaker systems. With the advent of integrated multi-speaker console systems in the 1950s, hi-fi became a generic term for home sound equipment, to some extent displacing phonograph and record player.

In the late 1950s and early 1960s, the development of stereophonic equipment and recordings led to the next wave of home-audio improvement, and in common parlance stereo displaced hi-fi. Records were now played on a stereo. In the world of the audiophile, however, the concept of high fidelity continued to refer to the goal of highly accurate sound reproduction and to the technological resources available for approaching that goal. This period is regarded as the ""Golden Age of Hi-Fi"", when vacuum tube equipment manufacturers of the time produced many models considered superior by modern audiophiles, and just before solid state (transistorized) equipment was introduced to the market, subsequently replacing tube equipment as the mainstream technology.

In the 1960s, the FTC with the help of the audio manufacturers came up with a definition to identify high fidelity equipment so that the manufacturers could clearly state if they meet the requirements and reduce misleading advertisements.

The metal–oxide–semiconductor field-effect transistor (MOSFET) was adapted into a power MOSFET for audio by Jun-ichi Nishizawa at Tohoku University in 1974. Power MOSFETs were soon manufactured by Yamaha for their hi-fi audio amplifiers. JVC, Pioneer Corporation, Sony and Toshiba also began manufacturing amplifiers with power MOSFETs in 1974. In 1977, Hitachi introduced the LDMOS (lateral diffused MOS), a type of power MOSFET. Hitachi was the only LDMOS manufacturer between 1977 and 1983, during which time LDMOS was used in audio power amplifiers from manufacturers such as HH Electronics (V-series) and Ashly Audio, and were used for music and public address systems. Class-D amplifiers became successful in the mid-1980s when low-cost, fast-switching MOSFETs were made available. Many transistor amps use MOSFET devices in their power sections, because their distortion curve is more tube-like.

A popular type of system for reproducing music beginning in the 1970s was the integrated music centre—which combined a phonograph turntable, AM-FM radio tuner, tape player, preamplifier, and power amplifier in one package, often sold with its own separate, detachable or integrated speakers. These systems advertised their simplicity. The consumer did not have to select and assemble individual components or be familiar with impedance and power ratings. Purists generally avoid referring to these systems as high fidelity, though some are capable of very good quality sound reproduction.

Audiophiles in the 1970s and 1980s preferred to buy each component separately. That way, they could choose models of each component with the specifications that they desired. In the 1980s, a number of audiophile magazines became available, offering reviews of components and articles on how to choose and test speakers, amplifiers, and other components.

Listening tests
See also: Codec listening test
Listening tests are used by hi-fi manufacturers, audiophile magazines, and audio engineering researchers and scientists. If a listening test is done in such a way that the listener who is assessing the sound quality of a component or recording can see the components that are being used for the test (e.g., the same musical piece listened to through a tube power amplifier and a solid-state amplifier), then it is possible that the listener's pre-existing biases towards or against certain components or brands could affect their judgment. To respond to this issue, researchers began to use blind tests, in which listeners cannot see the components being tested. A commonly used variant of this test is the ABX test. A subject is presented with two known samples (sample A, the reference, and sample B, an alternative), and one unknown sample X, for three samples total. X is randomly selected from A and B, and the subject identifies X as being either A or B. Although there is no way to prove that a certain methodology is transparent, a properly conducted double-blind test can prove that a method is not transparent.

Blind tests are sometimes used as part of attempts to ascertain whether certain audio components (such as expensive, exotic cables) have any subjectively perceivable effect on sound quality. Data gleaned from these blind tests is not accepted by some audiophile magazines such as Stereophile and The Absolute Sound in their evaluations of audio equipment. John Atkinson, current editor of Stereophile, stated that he once purchased a solid-state amplifier, the Quad 405, in 1978 after seeing the results from blind tests, but came to realize months later that ""the magic was gone"" until he replaced it with a tube amp. Robert Harley of The Absolute Sound wrote, in 2008, that: ""...blind listening tests fundamentally distort the listening process and are worthless in determining the audibility of a certain phenomenon.""

Doug Schneider, editor of the online Soundstage network, refuted this position with two editorials in 2009. He stated: ""Blind tests are at the core of the decades' worth of research into loudspeaker design done at Canada's National Research Council (NRC). The NRC researchers knew that for their result to be credible within the scientific community and to have the most meaningful results, they had to eliminate bias, and blind testing was the only way to do so."" Many Canadian companies such as Axiom, Energy, Mirage, Paradigm, PSB, and Revel use blind testing extensively in designing their loudspeakers. Audio professional Dr. Sean Olive of Harman International shares this view.",information_extraction
What's the best way to learn how to snowboard?,general_qa
"Identify which instrument is string or percussion: Jingle, Utogardon",classification
"Who are the Smiths?

The Smiths were an English rock band formed in Manchester in 1982. They comprised the singer Morrissey, the guitarist Johnny Marr, the bassist Andy Rourke and the drummer Mike Joyce. Morrissey and Marr formed the band's songwriting partnership. They are regarded as one of the most important acts to emerge from the 1980s British independent music.

The Smiths were an English rock band from the 1980s. The lead singer was Morrissey. The other band members were: Johnny Marr on guitar, Andy Rourke on bass, and Mike Joyce on drums.",summarization
"What are some of the common elements of visual design?

Design elements are the basic units of any visual design which form its structure and convey visual messages. Painter and design theorist Maitland E. Graves (1902-1978), who attempted to gestate the fundamental principles of aesthetic order in visual design, in his book, The Art of Color and Design (1941), defined the elements of design as line, direction, shape, size, texture, value, and color, concluding that ""these elements are the materials from which all designs are built.""

Line, shape, size, texture, color and direction are some of the common visual design elements.",information_extraction
How is the The U.S. Naturalization Interview and test done?,general_qa
"Extract the criticisms that modern portfolio theory faces from this link https://en.wikipedia.org/wiki/Modern_portfolio_theory, place them in a bullet list

Despite its theoretical importance, critics of MPT question whether it is an ideal investment tool, because its model of financial markets does not match the real world in many ways

The risk, return, and correlation measures used by MPT are based on [expected values](https://en.wikipedia.org/wiki/Expected_value), which means that they are statistical statements about the future (the expected value of returns is explicit in the above equations, and implicit in the definitions of (https://en.wikipedia.org/wiki/Variance)
 and (https://en.wikipedia.org/wiki/Covariance)). Such measures often cannot capture the true statistical features of the risk and return which often follow highly skewed distributions (e.g. the [log-normal distribution](https://en.wikipedia.org/wiki/Log-normal_distribution)) and can give rise to, besides reduced (https://en.wikipedia.org/wiki/Volatility_(finance)), also inflated growth of return. In practice, investors must substitute predictions based on historical measurements of asset return and volatility for these values in the equations. Very often such expected values fail to take account of new circumstances that did not exist when the historical data were generated.

More fundamentally, investors are stuck with estimating key parameters from past market data because MPT attempts to model risk in terms of the likelihood of losses, but says nothing about why those losses might occur. The risk measurements used are (https://en.wikipedia.org/wiki/Probability) in nature, not structural. This is a major difference as compared to many engineering approaches to [risk management](https://en.wikipedia.org/wiki/Risk_management).

Mathematical risk measurements are also useful only to the degree that they reflect investors' true concerns—there is no point minimizing a variable that nobody cares about in practice. In particular, (https://en.wikipedia.org/wiki/Variance) is a symmetric measure that counts abnormally high returns as just as risky as abnormally low returns. The psychological phenomenon of [loss aversion](https://en.wikipedia.org/wiki/Loss_aversion) is the idea that investors are more concerned about losses than gains, meaning that our intuitive concept of risk is fundamentally asymmetric in nature. There many other risk measures (like [coherent risk measures](https://en.wikipedia.org/wiki/Coherent_risk_measure)) might better reflect investors' true preferences.

Modern portfolio theory has also been criticized because it assumes that returns follow a [Gaussian distribution](https://en.wikipedia.org/wiki/Normal_distribution). Already in the 1960s, [Benoit Mandelbrot](https://en.wikipedia.org/wiki/Benoit_Mandelbrot) and [Eugene Fama](https://en.wikipedia.org/wiki/Eugene_Fama) showed the inadequacy of this assumption and proposed the use of more general [stable distributions](https://en.wikipedia.org/wiki/Stable_distributions) instead. [Stefan Mittnik](https://en.wikipedia.org/wiki/Stefan_Mittnik) and [Svetlozar Rachev](https://en.wikipedia.org/wiki/Svetlozar_Rachev) presented strategies for deriving optimal portfolios in such settings.

[Contrarian investors](https://en.wikipedia.org/wiki/Contrarian_investing) and [value investors](https://en.wikipedia.org/wiki/Value_investing) typically do not subscribe to Modern Portfolio Theory. One objection is that the MPT relies on the [efficient-market hypothesis](https://en.wikipedia.org/wiki/Efficient-market_hypothesis)
 and uses fluctuations in share price as a substitute for risk. [Sir John Templeton](https://en.wikipedia.org/wiki/Sir_John_Templeton)
 believed in diversification as a concept, but also felt the theoretical foundations of MPT were questionable, and concluded (as described by a biographer): ""the notion that building portfolios on the basis of unreliable and irrelevant statistical inputs, such as historical volatility, was doomed to failure.

- The risk, return, and correlation measures used by Modern portfolio theory (MPT) are based on expected values, such expected values fail to take account of new circumstances that did not exist when the historical data were generated
- The risk measurements used in MPT are probabilistic because MPT models risk in terms of the likelihood of losses based on past market data and not why the losses occur.
- MPT attempts to minimize risks in the form of variance. However, this metric doesn’t reflect investors’ true concerns in practice. Variance is symmetric, so it punishes high returns the same way as high losses. However, investors care more about loss than gain, so the perception of risk is asymmetric in nature. Coherent risk measures should be a better metric that reflects investors’ preference
- MPT assumes that returns follow Gaussian distribution. However, many scholars suggest that returns might follow other distributions such as stable distributions
- MPT relies on the efficient-market hypothesis and assumes that share price fluctuation is a risk measure. However, building a portfolio based on historical volatility is a questionable premise criticized by Sir John Templeton",information_extraction
Why do potato chip bags become stale after opening?,general_qa
Give me 3 ideas for hobbies that I can recommend to somebody who is retiring. These should all be activities that require gentle movement and are not overly demanding on the body.,brainstorming
"Who won the 149th Boat Race?

The 149th Boat Race took place on 6 April 2003. Held annually, the Boat Race is a side-by-side rowing race between crews from the Universities of Oxford (in dark blue) and Cambridge (in light greenish blue) along a 4.2-mile (6.8 km) tidal stretch of the River Thames in south-west London. The lead changed twice during the race, which Oxford won by one foot (30 cm), the smallest margin of victory in the history of the event. The close race has been described as ""epic,"" while Olympic gold medalist Steve Redgrave suggested that the race was the ""greatest we will see in our lifetimes.""

Umpired by the Boat Race veteran Boris Rankov, the 2003 race was the first to be scheduled on a Sunday. As a result of a collision between the Cambridge boat and a launch, a member of the Cambridge crew was replaced just two days before the race. This was the first Boat Race to feature two sets of brothers on opposing sides. In the reserve race Goldie beat Isis and Oxford won the Women's race.

The 149th Boat Race took place on April 6, 2003 and was held between the Universities of Oxford and Cambridge. Oxford won the face by one foot (30 cm), making it the smallest margin of victory in the history of the event.",closed_qa
"Who was Luis Gonzalez de Ubieta

Luis González de Ubieta y González del Campillo (1899 – 1950) was an admiral of the Spanish Republican Navy during the Spanish Civil War. He died in exile as the captain of the Panamanian merchant vessel Chiriqui, refusing to be rescued when the ship under his command sank in the Caribbean Sea not far from Barranquilla.

Luis Gonzalez de Ubieta y Gonzalez del Campillo (1899 – 1950) was an admiral of the Spanish Republican Navy during the Spanish Civil War. He died in exile as the captain of the Panamanian merchant vessel Chiriqui, refusing to be rescued when the ship under his command sank in the Caribbean Sea not far from Barranquilla.",closed_qa
"Tell me whether each South Park character is a kid or adult: Randy, Stan, Kyle, Butters, Sharon",classification
Who discovered the double-helix DNA structure?,open_qa
"Provide me a list of the different types of harnesses used in rock climbing

Different types of climbing warrant particular features for harnesses. Sport climbers typically use minimalistic harnesses, some with sewn-on gear loops. Alpine climbers often choose lightweight harnesses, perhaps with detachable leg loops. Big Wall climbers generally prefer padded waist belts and leg loops. There are also full body harnesses for children, whose pelvises may be too narrow to support a standard harness safely. These harnesses prevent children from falling even when inverted, and are either manufactured for children or constructed out of webbing. Some climbers use full body harnesses when there is a chance of inverting, or when carrying a heavy bag. There are also chest harnesses, which are used only in combination with a sit harness. Test results from UIAA show that chest harnesses do not put more impact on the neck than sit harnesses, giving them the same advantages as full body harness.

Apart from these harnesses, there are also caving and canyoning harnesses, which all serve different purposes. For example, a caving harness is made of tough waterproof and unpadded material, with dual attachment points. Releasing the maillon from these attachment points loosens the harness quickly.

Canyoning harnesses are somewhat like climbing harnesses, often without the padding, but with a seat protector, making it more comfortable to rappel. These usually have a single attachment point of Dyneema.

Minimalistic Harness: has gear loops that are sewn on
Lightweight Harness: has leg loops that are removable
Big Wall Harness: uses padded waist belts and leg loops
Full Body Harness: mostly for children with small pelvises, or for scenarios that risk inversion
Chest Harness: to be used with a sit harness
Caving Harness: made of ultra durable material and multiple attachment points
Canyon Harness: has a built-in seat protector for rappeling.",summarization
"According to this text, when did Disney become a public company?

Disney is one of the biggest and best-known companies in the world, and has been ranked number 53 on the 2022 Fortune 500 list of biggest companies in the United States by revenue. Since its founding, the company has won 135 Academy Awards, 26 of which have been awarded to Walt. The company has been said to have produced some of the greatest films of all time, as well as revolutionizing the theme park industry. Disney has been criticized for supposed plagiarism, depicting racial stereotypes in the past, and both including and lacking LGBT-related elements in its films. The company, which has been public since 1940, trades on the New York Stock Exchange (NYSE) with ticker symbol DIS and has been a component of the Dow Jones Industrial Average since 1991. In August 2020, just under two-thirds of the stock was owned by large financial institutions.

According to this text, Disney became a publicly listed company on the New York Stock Exchange (NYSE) in 1940 with the ticker symbol DIS.",closed_qa
